id,name,year,rating,rank,min_players,max_players,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
151,Eureka!,2002.0,5.5,10426.0,2.0,4.0,20.0,20.0,6.0,1.0,Children's Game;Educational;Exploration;Maze;Memory,Memory;Modular Board;Roll / Spin and Move;Set Collection,,,,,,,
152,Squiggle,2002.0,5.3,,3.0,8.0,45.0,45.0,10.0,,Party Game,Line Drawing;Paper-and-Pencil,,,,,,,
153,Bull Run,1983.0,6.1,5616.0,2.0,2.0,240.0,240.0,12.0,3.05,American Civil War;Wargame,Dice Rolling;Hex-and-Counter,,,,,,,
154,Luck Plus,1983.0,5.6,10386.0,2.0,8.0,20.0,20.0,7.0,1.14,Card Game;Dice,Dice Rolling,Shut the Box,,,,,,
155,Hit the Deck,2001.0,4.4,12616.0,2.0,6.0,20.0,20.0,6.0,1.0,Bluffing;Card Game,,,,,,,,
156,Monopoly: Coca-Cola Collector's Edition,1996.0,4.9,11193.0,2.0,8.0,90.0,90.0,8.0,1.5,Economic;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Monopoly,,,,,,
157,Monopoly: Batman & Robin,1997.0,4.3,,2.0,8.0,90.0,90.0,8.0,2.0,Comic Book / Strip;Economic;Movies / TV / Radio theme;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Comics: DC Universe;Monopoly;Superheroes,,,,,,
158,Go Away Monster!,1997.0,6.5,2294.0,2.0,4.0,10.0,15.0,3.0,1.0,Children's Game;Puzzle,Co-operative Play;Pattern Recognition;Set Collection,Monsters,,,,,,
159,Tripoley Dice,1997.0,4.3,,2.0,2.0,20.0,20.0,8.0,1.0,Card Game;Dice,Dice Rolling;Paper-and-Pencil,Tripoley,,,,,,
160,Star Wars: Yoda the Jedi Master,1981.0,4.2,,2.0,4.0,20.0,20.0,8.0,1.0,Children's Game;Movies / TV / Radio theme;Science Fiction,Point to Point Movement;Roll / Spin and Move,Star Wars,,,,,,
161,The Rescuers,1977.0,4.4,,2.0,4.0,10.0,10.0,6.0,,Children's Game;Movies / TV / Radio theme;Novel-based,Roll / Spin and Move,Animals: Mice;Celebrities: Walt Disney,,,,,,
162,Anathema,2003.0,5.5,10609.0,2.0,4.0,30.0,30.0,8.0,1.5,Card Game;Horror,Set Collection,Card Games: Card Fishing;Traditional Card Games,,,,,,
163,Liberty: The American Revolution 1775-83,2003.0,7.2,1640.0,2.0,2.0,180.0,180.0,12.0,2.6,Age of Reason;American Revolutionary War;Wargame,Action Point Allowance System;Dice Rolling;Secret Unit Deployment,Block wargames;Country: USA;Holidays:  4th of July,,,,,,
164,Warplan Dropshot,2002.0,6.9,7123.0,2.0,2.0,180.0,180.0,12.0,2.5,Modern Warfare;Wargame,Hex-and-Counter;Simulation,,,,,,,
165,Victory in Vietnam,1999.0,7.6,5934.0,2.0,2.0,180.0,180.0,12.0,2.83,Vietnam War;Wargame,Hex-and-Counter;Secret Unit Deployment,Country: Vietnam,,,,,,
166,Revanche,2001.0,5.0,,2.0,2.0,10.0,10.0,12.0,,Wargame;World War II,Hex-and-Counter,Blood and Steel series,,,,,,
167,Redguard,2002.0,5.0,,1.0,6.0,90.0,90.0,12.0,3.0,Civil War;Modern Warfare;Territory Building;Wargame,Area-Impulse;Modular Board;Secret Unit Deployment;Simulation,Country: China,,,,,,
168,Battleship: Star Wars Advanced Mission,2002.0,5.7,9179.0,1.0,2.0,20.0,20.0,8.0,1.25,Electronic;Movies / TV / Radio theme;Science Fiction,Modular Board;Secret Unit Deployment,Battleship;Star Wars,,,,,,
169,Star Wars: The Ultimate Space Adventure Game,1982.0,4.4,,2.0,4.0,20.0,20.0,7.0,1.0,Children's Game;Movies / TV / Radio theme;Science Fiction,Roll / Spin and Move,Star Wars,,,,,,
170,WWF World Wrestling Federation Wrestling Trivia Game,1998.0,4.8,,2.0,6.0,45.0,45.0,8.0,,Sports;Trivia,,Sports: Wrestling,,,,,,
171,Bartok,1985.0,7.0,,2.0,10.0,120.0,120.0,8.0,1.5,Card Game;Humor;Party Game,Hand Management;Memory,Card Games: Matching Games;Card Games: Outplay Games;Shedding Games;Traditional Card Games,,,,,,
172,North to Alaska,1984.0,5.3,,2.0,8.0,45.0,45.0,8.0,1.5,Adventure,Dice Rolling;Roll / Spin and Move,,,,,,,
173,Star Traders,1987.0,6.3,4508.0,2.0,6.0,120.0,120.0,12.0,2.4,Economic;Science Fiction,Pick-up and Deliver,,,,,,,
174,The Happy Highway Game,1989.0,3.8,,2.0,6.0,20.0,20.0,3.0,1.5,Card Game;Children's Game;Dice;Educational;Racing,Dice Rolling;Roll / Spin and Move;Storytelling,,,,,,,
175,Donkey Kong,1982.0,5.2,11441.0,2.0,4.0,20.0,20.0,7.0,1.08,Children's Game;Video Game Theme,Point to Point Movement;Roll / Spin and Move,Animals: Apes / Monkeys;Nintendo,,,,,,
176,Aces High,1980.0,6.4,5714.0,1.0,2.0,30.0,30.0,10.0,2.94,Aviation / Flight;Wargame;World War I,Action / Movement Programming;Hex-and-Counter;Simultaneous Action Selection,Magazine: Wargamer,,,,,,
177,Totally Twister,1997.0,4.0,,2.0,2.0,10.0,10.0,8.0,2.0,Action / Dexterity;Children's Game;Electronic;Humor;Party Game;Real-time,Co-operative Play;Partnerships;Pick-up and Deliver;Point to Point Movement;Simultaneous Action Selection,,,,,,,
178,Prism Quest,1994.0,5.0,,2.0,6.0,20.0,20.0,,2.0,Card Game;Deduction;Dice;Puzzle,Dice Rolling;Pattern Recognition;Set Collection,Admin: Better Description Needed!,,,,,,
179,Star Explorer,1982.0,6.7,7522.0,1.0,4.0,120.0,120.0,12.0,2.2,Adventure;Science Fiction;Space Exploration,Dice Rolling;Hex-and-Counter;Role Playing;Simulation,,,,,,,
180,Bonaparte,1985.0,5.8,,2.0,4.0,300.0,300.0,,,Napoleonic,Hex-and-Counter,,,,,,,
181,Quicksand,2003.0,6.1,2731.0,2.0,5.0,10.0,20.0,12.0,1.17,Bluffing;Card Game;Racing,Hand Management;Point to Point Movement,Archaeology;Fantasy Flight Silver Line Games,,,,,,
182,Spells & Spell Casters Phantasy Realm Expansion #001,2003.0,6.7,,2.0,6.0,60.0,60.0,12.0,2.0,Adventure;Dice;Expansion for Base-game;Exploration;Fantasy;Fighting,Chit-Pull System;Dice Rolling;Modular Board;Role Playing;Variable Player Powers,,,,,,,
183,J.U.M.P. Into the Unknown,1999.0,5.3,11252.0,1.0,4.0,120.0,120.0,10.0,2.78,Science Fiction;Wargame,Secret Unit Deployment,4X games,,,,,,
184,Alaric the Goth: Fall of the Western Roman Empire,1980.0,6.4,,1.0,7.0,120.0,120.0,12.0,2.0,Ancient;Wargame,Area Movement,Ancient Rome,,,,,,
185,BattleTech Combat Book Expansion: Basic Terrain Cards,1988.0,5.7,,2.0,2.0,10.0,10.0,12.0,,Expansion for Base-game;Fighting;Science Fiction,Simultaneous Action Selection;Variable Player Powers,BattleTech,,,,,,
186,Dungeons & Dragons Chainmail,2001.0,6.1,7381.0,2.0,6.0,60.0,60.0,10.0,3.11,Dice;Fantasy;Fighting;Miniatures;Wargame,Dice Rolling;Role Playing,Dungeons & Dragons,,,,,,
187,BattleTech Combat Book Expansion: Urban Terrain Cards,1991.0,6.0,,2.0,2.0,10.0,10.0,10.0,,Expansion for Base-game;Fighting;Science Fiction,Simultaneous Action Selection;Variable Player Powers,BattleTech,,,,,,
188,Feudal Lord,1983.0,7.5,6895.0,1.0,16.0,60.0,60.0,12.0,3.15,Medieval;Wargame,Area Movement;Dice Rolling,World War Game series,,,,,,
189,Holiday Hop!,2000.0,1.0,,2.0,5.0,20.0,20.0,4.0,,Adventure;Children's Game;Educational,Co-operative Play;Point to Point Movement,,,,,,,
190,Batman: Poker gegen Joker,1989.0,5.6,,2.0,2.0,20.0,20.0,9.0,2.0,Card Game,,Comics: DC Universe,,,,,,
191,Scum: The Food Chain Game,1996.0,5.8,8533.0,4.0,10.0,45.0,45.0,12.0,1.36,Card Game,,Climbing Games;Shedding Games;Traditional Card Games,,,,,,
192,Busen Memo,2003.0,4.8,12530.0,2.0,2.0,10.0,10.0,18.0,1.3,Mature / Adult;Memory,Memory;Set Collection,,,,,,,
193,4th Dimension,1979.0,5.3,11170.0,2.0,2.0,45.0,45.0,12.0,2.0,Abstract Strategy;Science Fiction,Rock-Paper-Scissors,Time Travel,,,,,,
194,Diceland: Ogre,2003.0,6.5,5603.0,2.0,2.0,10.0,10.0,10.0,2.17,Action / Dexterity;Collectible Components;Dice;Fighting;Science Fiction,Action Point Allowance System;Dice Rolling;Hand Management;Variable Player Powers,Diceland Series;Ogre/GEV Family,,,,,,
195,Attack! Expansion,2003.0,6.6,,2.0,6.0,180.0,180.0,10.0,2.86,Expansion for Base-game;Miniatures;Negotiation;Political;Wargame;World War II,Action Point Allowance System;Area Movement;Auction/Bidding;Dice Rolling;Player Elimination,,,,,,,
196,Attack!,2003.0,5.9,3745.0,2.0,6.0,180.0,180.0,10.0,2.56,Economic;Miniatures;Negotiation;Wargame;World War II,Action Point Allowance System;Area Movement;Dice Rolling;Player Elimination;Point to Point Movement,,,,,,,
197,Super Bowl,1983.0,4.6,,2.0,4.0,120.0,120.0,12.0,2.0,Sports,Simulation,Admin: Better Description Needed!;Sports: American Football / Gridiron,,,,,,
198,Outside the Scope of BGG,,6.7,2048.0,,,,,,1.62,Expansion for Base-game,,Admin: Miscellaneous Placeholder,,,,,,
199,21 Freeze Out,1986.0,6.3,,2.0,6.0,45.0,45.0,8.0,2.0,Card Game,Co-operative Play;Partnerships,,,,,,,
200,Dispatcher,1958.0,5.9,9507.0,2.0,2.0,360.0,360.0,12.0,2.63,Trains,Point to Point Movement,,,,,,,
201,Ninja Wars,1998.0,4.7,,2.0,4.0,30.0,30.0,10.0,1.0,Card Game;Fighting,Variable Player Powers,Ninja,,,,,,
202,Auf Teufel komm raus!,1995.0,3.9,,2.0,4.0,30.0,30.0,8.0,1.0,Abstract Strategy,Line Drawing;Tile Placement,,,,,,,
203,Hast du Worte?,1988.0,4.3,,2.0,8.0,60.0,60.0,10.0,,Party Game;Word Game,Pattern Recognition;Simultaneous Action Selection,,,,,,,
204,Grand Prix,1985.0,6.0,,1.0,12.0,300.0,300.0,12.0,2.0,Sports,Action Point Allowance System,Sports: Auto Racing,,,,,,
205,Playoff,1985.0,5.4,,2.0,4.0,240.0,240.0,10.0,,Sports,Roll / Spin and Move;Variable Phase Order,Sports: Basketball,,,,,,
206,The Six Million Dollar Man,1975.0,4.0,12445.0,2.0,4.0,45.0,45.0,7.0,1.5,Movies / TV / Radio theme;Science Fiction;Spies/Secret Agents,Hand Management;Point to Point Movement;Roll / Spin and Move,TV Series: The Six Million Dollar Man,,,,,,
207,Sniper! Special Forces: Sniper! Companion Game #2,1988.0,6.8,7428.0,2.0,3.0,120.0,120.0,12.0,3.0,Modern Warfare;Wargame,Chit-Pull System;Hex-and-Counter;Variable Phase Order,The Sniper Series,,,,,,
208,Top Gun,1986.0,5.4,11131.0,2.0,6.0,60.0,60.0,12.0,1.71,Aviation / Flight;Modern Warfare;Movies / TV / Radio theme;Wargame,Hex-and-Counter;Simultaneous Action Selection,,,,,,,
209,Attack Vector: Tactical,2004.0,7.2,3571.0,2.0,8.0,240.0,240.0,12.0,4.07,Fighting;Miniatures;Science Fiction,Hex-and-Counter;Simulation,,,,,,,
210,Battlestar Galactica,1979.0,6.4,8303.0,1.0,12.0,120.0,120.0,12.0,3.0,Movies / TV / Radio theme;Science Fiction;Wargame,Action / Movement Programming;Hex-and-Counter;Modular Board;Partnerships;Simultaneous Action Selection,Aliens;Battlestar Galactica;Solitaire Games,,,,,,
211,3-D Viewmaster Trivia Quiz,1984.0,6.0,,1.0,4.0,10.0,10.0,4.0,,Children's Game;Trivia,Point to Point Movement,,,,,,,
212,Would You Rather...?,1998.0,4.4,12692.0,3.0,8.0,20.0,20.0,12.0,1.23,Party Game,Voting,Would You Rather...?,,,,,,
213,Yom Kippur,1983.0,6.9,6390.0,2.0,4.0,120.0,120.0,12.0,3.5,Modern Warfare;Wargame,Hex-and-Counter,Yom Kippur War,,,,,,
214,Sceptre 1027 A.D.,1986.0,6.4,8243.0,2.0,4.0,120.0,120.0,,2.33,Abstract Strategy,Modular Board,,,,,,,
215,Affenfelsenspiel,1984.0,5.8,,2.0,5.0,30.0,30.0,7.0,,Animals;Dice,Roll / Spin and Move,Animals: Apes / Monkeys;Tube Games,,,,,,
216,High Ground,1986.0,6.0,9533.0,2.0,2.0,60.0,60.0,12.0,1.67,Wargame,Dice Rolling,,,,,,,
217,Zig Zag,,6.5,,2.0,2.0,20.0,20.0,8.0,,Abstract Strategy,Point to Point Movement,,,,,,,
218,The Settlers of Zarahemla,2003.0,6.9,1968.0,2.0,4.0,90.0,90.0,12.0,2.54,Ancient;Civilization;Religious,Modular Board;Set Collection;Trading,Catan;Mormon,,,,,,
219,The Ark of the Covenant,2003.0,7.0,929.0,2.0,5.0,30.0,30.0,8.0,1.92,Ancient;City Building;Religious,Area Control / Area Influence;Tile Placement,Bible Games;Carcassonne,,,,,,
220,X-it!,1997.0,5.1,,2.0,6.0,20.0,20.0,12.0,3.0,Card Game,,,,,,,,
221,Trinidad,2003.0,5.7,,2.0,2.0,10.0,10.0,10.0,2.0,Abstract Strategy,Area Movement,The Games Collection by Pin International,,,,,,
222,Di-Cross,2001.0,6.2,,2.0,2.0,20.0,20.0,10.0,1.5,Abstract Strategy;Dice;Math,Dice Rolling,The Games Collection by Pin International,,,,,,
223,Mundialito,1985.0,4.9,,2.0,5.0,90.0,90.0,8.0,1.0,Sports,Area Movement;Roll / Spin and Move;Simulation,Sports: Football / Soccer,,,,,,
224,Justice League Hexors Game,2003.0,5.3,,2.0,4.0,20.0,20.0,12.0,,Collectible Components;Comic Book / Strip;Fighting;Movies / TV / Radio theme,Dice Rolling;Variable Player Powers,Comics: DC Universe;CTGs (Collectible Token Games);Superheroes,,,,,,
225,2nd Guess,2000.0,5.2,,3.0,12.0,45.0,45.0,12.0,1.0,Party Game;Trivia,Co-operative Play;Paper-and-Pencil;Partnerships,,,,,,,
226,Big Brother: The Game,2000.0,3.1,12461.0,2.0,6.0,45.0,45.0,12.0,1.5,Movies / TV / Radio theme;Party Game,Roll / Spin and Move;Voting,TV Series: Big Brother,,,,,,
227,Sixth Sense,1970.0,4.7,,2.0,4.0,30.0,30.0,,,Deduction;Memory,Memory;Pattern Recognition,Psychic Powers,,,,,,
228,Deutschlandreise,1962.0,4.3,12562.0,2.0,6.0,45.0,45.0,9.0,1.25,Travel,Pick-up and Deliver;Roll / Spin and Move,Cities: Bremerhaven;Country: Germany;Journey Through,,,,,,
229,Viaduct,1975.0,5.4,,2.0,4.0,20.0,20.0,,,Abstract Strategy,Dice Rolling,3D Games;Admin: Better Description Needed!;Connection Games;Ravensburger Casino Series,,,,,,
230,Die grosse Auktion,1959.0,5.4,10525.0,3.0,8.0,60.0,60.0,12.0,1.57,Card Game;Economic;Negotiation,Auction/Bidding;Set Collection;Trading,,,,,,,
231,Minion Hunter,1992.0,6.1,5720.0,1.0,6.0,60.0,60.0,12.0,1.93,Horror;Science Fiction,Action Point Allowance System;Co-operative Play;Variable Player Powers,From RPG books to board games,,,,,,
232,Wall Street,,4.3,,3.0,6.0,45.0,45.0,12.0,2.0,Economic,Stock Holding,,,,,,,
233,Kreuz und Quer,1975.0,5.0,,2.0,2.0,10.0,10.0,10.0,,Abstract Strategy;Dice;Fighting;Renaissance,Dice Rolling;Roll / Spin and Move,,,,,,,
234,Star Wars: Hoth Ice Planet Adventure Game,1980.0,4.7,,2.0,4.0,20.0,20.0,7.0,1.5,Movies / TV / Radio theme;Science Fiction;Space Exploration,Point to Point Movement,Star Wars,,,,,,
235,Money Card,1972.0,4.5,,2.0,6.0,60.0,60.0,,1.2,Educational;Racing;Travel,Point to Point Movement,,,,,,,
236,Ballistic Missile,1977.0,5.0,,2.0,2.0,60.0,60.0,12.0,3.0,Miniatures;Wargame,Dice Rolling,,,,,,,
237,Battleball,2003.0,6.3,1832.0,2.0,2.0,45.0,45.0,8.0,1.51,Miniatures;Science Fiction;Sports,Dice Rolling;Roll / Spin and Move,Sci-Fi Sports,,,,,,
238,Insomnie,1990.0,5.0,,2.0,6.0,20.0,20.0,6.0,,Card Game;Children's Game,,,,,,,,
239,Voice of the Mummy,1971.0,7.0,,2.0,4.0,30.0,30.0,7.0,1.25,Adventure;Dice;Electronic;Fantasy;Maze,Dice Rolling;Roll / Spin and Move;Set Collection,3D Games,,,,,,
240,Concentration,1958.0,5.1,12070.0,2.0,5.0,30.0,30.0,10.0,1.59,Memory;Movies / TV / Radio theme;Puzzle,Memory;Set Collection,,,,,,,
241,The Yuppie Game,1985.0,5.7,,2.0,4.0,45.0,45.0,10.0,1.0,Economic,Roll / Spin and Move;Set Collection;Stock Holding,,,,,,,
242,Successors (second edition),1997.0,7.0,1911.0,2.0,4.0,180.0,180.0,12.0,3.19,Ancient;Wargame,Campaign / Battle Card Driven;Point to Point Movement,Country: Greece,,,,,,
243,Dune,1984.0,5.7,8056.0,2.0,4.0,90.0,90.0,10.0,2.16,Movies / TV / Radio theme;Novel-based;Science Fiction,Betting/Wagering;Dice Rolling;Player Elimination;Roll / Spin and Move;Take That,Dune,,,,,,
244,Win Lose or Draw,1988.0,5.2,12089.0,3.0,8.0,45.0,45.0,12.0,1.0,Movies / TV / Radio theme;Party Game,Paper-and-Pencil;Partnerships;Roll / Spin and Move,,,,,,,
245,TV Scrabble,1987.0,6.4,,2.0,6.0,30.0,30.0,8.0,2.0,Movies / TV / Radio theme;Word Game,Paper-and-Pencil;Partnerships,Scrabble,,,,,,
246,Warrior Quest,1988.0,,,1.0,6.0,90.0,90.0,12.0,,Adventure;Fighting;Maze,Dice Rolling,,,,,,,
247,Pacru,2004.0,6.7,6447.0,2.0,4.0,45.0,45.0,7.0,3.33,Abstract Strategy;Game System,Tile Placement,Pacru,,,,,,
248,Ultimate Rummy,1995.0,6.3,,2.0,6.0,60.0,60.0,10.0,,Card Game,Hand Management;Set Collection,Rummy Games;Traditional Card Games,,,,,,
249,Air Empire,1961.0,5.8,,2.0,4.0,120.0,120.0,12.0,1.83,Aviation / Flight;Economic;Industry / Manufacturing;Transportation,Simulation,,,,,,,
250,Nautic Miles,1978.0,5.5,,2.0,6.0,60.0,60.0,,1.6,Card Game;Nautical;Wargame;World War II,Hand Management;Secret Unit Deployment,,,,,,,
251,Mystic Castle,1986.0,5.0,,2.0,4.0,60.0,60.0,,,Card Game;Fantasy;Medieval,Pattern Building,,,,,,,
252,Cutlass of Fire,1992.0,4.0,,3.0,6.0,60.0,60.0,12.0,,Card Game;Fantasy;Fighting;Medieval,Role Playing;Tile Placement;Variable Player Powers,,,,,,,
253,007 James Bond: The Man with the Golden Gun,1985.0,5.6,,1.0,1.0,30.0,30.0,8.0,1.0,Adventure;Movies / TV / Radio theme;Novel-based;Spies/Secret Agents,Modular Board,007 James Bond Action Episode Games;Characters: James Bond;Solitaire Games,,,,,,
254,Quarto!,1991.0,6.8,784.0,2.0,2.0,20.0,20.0,6.0,2.03,Abstract Strategy,Pattern Building,Combinatorial;Gigamic Basic;Gigamic Classic;Mensa Select;Promotional Board Games,,,,,,
255,Star Wars: The Interactive Video Board Game,1996.0,5.7,9691.0,3.0,6.0,60.0,60.0,8.0,1.85,Movies / TV / Radio theme;Science Fiction,,3D Games;Star Wars;VCR Board Games,,,,,,
256,Finger-Flick Sports: All-American Edition,1994.0,5.8,,2.0,2.0,30.0,30.0,6.0,,Action / Dexterity;Sports,,Finger Flicking Games;Sports: American Football / Gridiron;Sports: Baseball;Sports: Basketball,,,,,,
257,Operation Market Garden,1985.0,6.8,5528.0,2.0,2.0,120.0,120.0,12.0,3.04,Wargame;World War II,Dice Rolling;Hex-and-Counter;Secret Unit Deployment,GDW's Double Blind Series,,,,,,
258,8th Army: Operation Crusader,1984.0,6.8,4702.0,2.0,2.0,120.0,120.0,12.0,2.89,Wargame;World War II,Hex-and-Counter;Secret Unit Deployment,GDW's Double Blind Series,,,,,,
259,Astro Blitz,1968.0,5.5,,2.0,3.0,30.0,30.0,10.0,,Abstract Strategy,,,,,,,,
260,Euro Jump,2002.0,7.5,,2.0,2.0,10.0,10.0,9.0,,Abstract Strategy,,,,,,,,
261,Schafkopf,1780.0,7.5,2416.0,4.0,4.0,30.0,30.0,7.0,2.54,Card Game,Auction/Bidding;Partnerships;Trick-taking,Traditional Card Games,,,,,,
262,Forma o Colore,1999.0,6.1,,2.0,2.0,10.0,10.0,7.0,1.5,Abstract Strategy,Pattern Building,,,,,,,
263,Skat,1810.0,7.2,1271.0,3.0,3.0,30.0,30.0,10.0,3.0,Card Game,Auction/Bidding;Partnerships;Trick-taking,Card Games: Outplay Games;Cities: Bern;Promotional Board Games;Traditional Card Games,,,,,,
264,Jinx,2000.0,3.4,,2.0,4.0,30.0,30.0,8.0,1.0,Dice,Pattern Building;Roll / Spin and Move,,,,,,,
265,Phoney Baloney,2001.0,4.0,,2.0,8.0,60.0,60.0,8.0,,Educational;Party Game,,,,,,,,
266,Brainstrain,2001.0,6.4,,3.0,6.0,45.0,45.0,8.0,2.0,Deduction;Party Game,,Mensa Select,,,,,,
267,Numbskull,2003.0,8.0,,2.0,6.0,45.0,45.0,14.0,,Memory;Trivia,Memory;Paper-and-Pencil,,,,,,,
268,Gold und Rum,2003.0,5.6,9524.0,4.0,7.0,45.0,45.0,10.0,1.69,Card Game;Fantasy;Fighting;Humor;Real-time,Card Drafting;Hand Management;Memory;Secret Unit Deployment,,,,,,,
269,Pinocchio,1971.0,3.5,,2.0,4.0,30.0,30.0,4.0,,Children's Game;Movies / TV / Radio theme;Novel-based,Roll / Spin and Move;Set Collection,Celebrities: Walt Disney;Characters: Pinocchio,,,,,,
270,The Campaigns of Robert E. Lee,1988.0,6.8,5968.0,2.0,2.0,240.0,240.0,,3.86,American Civil War;Wargame,Hex-and-Counter,John Prados American Civil War Campaigns,,,,,,
271,A Nightmare On Elm Street: The Freddy Game,1989.0,5.5,,3.0,3.0,90.0,90.0,8.0,2.0,Card Game;Deduction;Horror,Storytelling,A Nightmare on Elm Street,,,,,,
272,9 Tibbit Edition,1992.0,,,1.0,1.0,60.0,60.0,8.0,,Dice,Dice Rolling,,,,,,,
273,Conquest of the Ring,1970.0,4.8,,2.0,4.0,60.0,60.0,,,Fantasy;Novel-based,,,,,,,,
274,Timeline,1985.0,6.4,,2.0,2.0,45.0,45.0,12.0,,Abstract Strategy,,Time Travel,,,,,,
275,Zendo,2001.0,7.3,573.0,3.0,5.0,60.0,60.0,8.0,2.55,Abstract Strategy;Deduction;Puzzle,Pattern Recognition;Simultaneous Action Selection,Asian Theme;Looney Pyramids;Mensa Select,,,,,,
276,The Hobbit Game,1977.0,4.8,,2.0,4.0,10.0,10.0,4.0,2.0,Children's Game;Fantasy;Novel-based,,Animals: Dragons;Tolkien Games,,,,,,
277,The Siege of Minas Tirith,1975.0,6.3,,2.0,2.0,120.0,120.0,12.0,3.0,Fantasy;Novel-based;Wargame,Hex-and-Counter,,,,,,,
278,There and Back Again,1977.0,5.6,,1.0,2.0,10.0,10.0,,2.0,Fantasy,,,,,,,,
279,The Ringbearer,1975.0,5.4,,4.0,10.0,180.0,180.0,,3.0,Fantasy;Miniatures;Wargame,,,,,,,,
280,The Siege of Barad-Dur 3430,1975.0,5.7,,,,10.0,10.0,12.0,2.0,Fantasy;Novel-based;Wargame,Hex-and-Counter,Magazine: JagdPanther,,,,,,
281,Touché-Coulé infrarouge,1999.0,6.3,,2.0,2.0,20.0,20.0,,,Deduction;Electronic;Nautical,Secret Unit Deployment,Battleship,,,,,,
282,Electronic Battleship Advanced Mission,2000.0,5.8,7744.0,2.0,2.0,20.0,20.0,8.0,1.79,Deduction;Electronic;Nautical,Secret Unit Deployment,Battleship,,,,,,
283,Baffles: Intriguing Game of Words,1986.0,4.3,,2.0,6.0,90.0,90.0,13.0,1.0,Puzzle;Word Game,Roll / Spin and Move,,,,,,,
284,Bionic Woman,1976.0,4.5,,2.0,4.0,45.0,45.0,7.0,1.0,Adventure;Children's Game;Movies / TV / Radio theme;Spies/Secret Agents,Variable Player Powers,,,,,,,
285,Monopoly: The Card Game,2000.0,5.6,9481.0,2.0,6.0,30.0,30.0,8.0,1.45,Card Game;Economic;Negotiation,Set Collection;Trading,Monopoly;Monopoly: short derivatives;Rummy Games,,,,,,
286,Teams of Enemies,2000.0,5.4,10833.0,4.0,8.0,45.0,45.0,12.0,1.71,Trivia,Partnerships,,,,,,,
287,Transformers Armada:  Battle for Cybertron,2003.0,6.2,5454.0,2.0,4.0,30.0,30.0,8.0,1.68,Card Game;Fighting;Miniatures;Movies / TV / Radio theme;Science Fiction,Campaign / Battle Card Driven;Roll / Spin and Move;Variable Player Powers,80's Cartoons;Transformers,,,,,,
288,Battles of the Ancient World: Marathon and Granicus,2003.0,6.1,9199.0,1.0,2.0,90.0,90.0,12.0,2.0,Ancient;Wargame,Hex-and-Counter,Battles of the Ancient World Series;Country: Greece;Magazine: Strategy & Tactics,,,,,,
289,Rags To Riches,2003.0,5.2,,2.0,4.0,120.0,120.0,8.0,,Economic,Roll / Spin and Move;Stock Holding,,,,,,,
290,Alien Armada,1983.0,5.0,,1.0,4.0,240.0,240.0,12.0,2.0,Science Fiction;Space Exploration;Wargame,Hex-and-Counter,Aliens,,,,,,
291,Ubiquity,1983.0,4.4,,2.0,2.0,30.0,30.0,8.0,1.0,Abstract Strategy,Roll / Spin and Move,,,,,,,
292,South Mountain,1984.0,6.8,6249.0,2.0,2.0,360.0,360.0,12.0,3.07,American Civil War;Wargame,Hex-and-Counter;Simulation,South Mountain System,,,,,,
293,Dinosaur Chess,1993.0,7.2,6870.0,2.0,2.0,60.0,60.0,8.0,2.67,Abstract Strategy;Animals;Prehistoric,Dice Rolling;Modular Board,Animals: Dinosaurs,,,,,,
294,King Hamlet,1978.0,6.0,,2.0,8.0,60.0,60.0,10.0,1.0,Abstract Strategy;Racing,Roll / Spin and Move;Set Collection,Celebrities: Shakespeare,,,,,,
295,Marrakesh,1978.0,7.0,6320.0,2.0,2.0,45.0,45.0,,2.0,Abstract Strategy;Card Game;Dice,Dice Rolling;Trick-taking,Cities: Marrakech;Country: Morocco;Gammon,,,,,,
296,Penumbra,1980.0,3.0,,2.0,2.0,30.0,30.0,,,Abstract Strategy;Racing,Roll / Spin and Move,,,,,,,
297,The Simpsons Mystery of Life,1990.0,4.4,,2.0,4.0,20.0,20.0,10.0,1.0,Humor;Movies / TV / Radio theme;Trivia,Roll / Spin and Move;Set Collection,TV Series: The Simpsons,,,,,,
298,Counter Point,1971.0,5.7,,2.0,4.0,10.0,10.0,8.0,1.5,Abstract Strategy,Pattern Building;Pattern Recognition,Ravensburger Casino Series,,,,,,
299,Saturday Night Live Trivia Board Game,1993.0,5.2,,4.0,8.0,60.0,60.0,,1.0,Movies / TV / Radio theme;Party Game;Trivia,Acting;Partnerships,,,,,,,
