id,name,year,rating,rank,num_players,gameplay_time,age,complexity_weight,category,mechanisms,type
bg6696,Dragon Quest 1 and 2,,0.0,,2-4,120  Min,,0.00/5,Adventure;Exploration;Fantasy,Area Movement;Roll / Spin and Move,Animals: Dragons;Dragon Quest
bg6697,Gradius,,0.0,,2-4,60  Min,10+,0.00/5,Science Fiction;Video Game Theme,Roll / Spin and Move,
bg6698,Dragon Quest: Fushigi na Meikyuu (Mysterious Labyrinth),,4.0,,3-5,90  Min,,0.00/5,Exploration;Fantasy;Maze;Puzzle,Route/Network Building;Tile Placement,Dragon Quest
bg6699,Dragon Quest: Monster Scramble,,0.0,,3-5,90  Min,10+,0.00/5,Fantasy;Fighting,Roll / Spin and Move,Animals: Dragons;Dragon Quest;Monsters
bg6700,Fortune Quest,,0.0,,2-4,120  Min,,0.00/5,Exploration;Fantasy,,
bg6701,Alles Futsch,1998,5.2,,2-5,45  Min,12+,2.00/5,Card Game,Auction/Bidding;Card Drafting;Set Collection,
bg6702,Macross Game,,0.0,,2-4,45  Min,10+,0.00/5,Movies / TV / Radio theme;Science Fiction,Roll / Spin and Move,Anime & Manga
bg6703,Monster Maker: Dragon Treasure,1990,0.0,,2-4,60  Min,,0.00/5,Exploration;Fantasy,Hex-and-Counter,Animals: Dragons;Monster Maker;Monsters
bg6704,Monster Maker: Dragon Attack!,1990,0.0,,2,45  Min,,0.00/5,Exploration;Fantasy,Hex-and-Counter;Roll / Spin and Move,Animals: Dragons;Monster Maker;Monsters
bg6705,Monster Maker: Demon Slayer,1990,0.0,,2-4,90  Min,,0.00/5,Card Game;Exploration;Fantasy,Area Movement,Monster Maker;Monsters
bg6706,Monster Maker: Dungeon Wars 2,1990,0.0,,1-4,90  Min,10+,0.00/5,Exploration;Fantasy,Modular Board;Tile Placement,Monster Maker;Monsters
bg6707,Monster Maker: Dungeon Wars,1989,6.0,,3-4,120  Min,12+,0.00/5,Exploration;Fantasy,Modular Board,Monster Maker;Monsters
bg6708,Makyou Kessen Daimajyuu DX (Deluxe),,9.0,,2-4,120  Min,,0.00/5,Adventure;Exploration;Fantasy,Dice Rolling;Hex-and-Counter;Modular Board,
bg6709,Summonaria,2003,4.9,,2-4,60  Min,11+,3.00/5,Fantasy;Wargame,Hex-and-Counter;Partnerships;Trading,
bg6710,Phaestos Disk,2003,0.0,,2-6,60  Min,,0.00/5,Ancient;Dice;Educational;Memory;Mythology,Area Movement;Dice Rolling;Memory,
bg6711,Labyrinth of Minotaur,2003,0.0,,2-6,60  Min,8+,0.00/5,Ancient;Dice;Educational;Memory;Mythology,Area Movement;Dice Rolling;Memory;Roll / Spin and Move,Minotaur;Monsters
bg6712,MLB Showdown,2000,6.1,5947,2,40  Min,8+,1.94/5,Card Game;Collectible Components;Sports,Dice Rolling,CCGs (Collectible Card Games);Sports: Baseball
bg6713,Battle of the Ring,1977,5.8,,2-3,120  Min,12+,3.50/5,Fantasy;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Wargamer
bg6714,Twilight Imperium: Distant Suns,1998,6.8,,2-6,240  Min,12+,2.83/5,Civilization;Expansion for Base-game;Negotiation;Political;Science Fiction,Dice Rolling;Hex-and-Counter;Modular Board;Tile Placement;Variable Phase Order;Variable Player Powers,Twilight Imperium
bg6715,Havic: The Bothering,1998,3.1,,2-12,45  Min,12+,0.00/5,Card Game;Collectible Components,Hand Management,CCGs (Collectible Card Games)
bg6716,Castle Adventures,2000,4.3,,2-6,30  Min,10+,0.00/5,Fantasy;Fighting,Dice Rolling;Tile Placement,
bg6717,Fury on Champlain,1994,5.9,,1-2,240  Min,12+,2.80/5,Wargame,Hex-and-Counter,
bg6718,S-P-O-N-G-E: Fight the Evil,2001,6.2,,2,60  Min,10+,3.50/5,Adventure;Card Game;Horror;Humor;Print & Play,Action Point Allowance System,Cthulhu Mythos
bg6719,Hexago,1977,5.1,,2,10  Min,10+,1.75/5,Abstract Strategy,Area Enclosure;Area Movement;Pattern Building;Pattern Recognition;Tile Placement,
bg6720,Avalon,2003,5.5,11352,2,45  Min,12+,1.80/5,Card Game;Exploration;Fantasy,Hand Management,Kosmos two-player series;The Legend of King Arthur and the Knights of the…
bg6721,Twilight Imperium: The Outer Rim,1998,6.8,,2-6,240  Min,12+,2.50/5,Civilization;Expansion for Base-game;Negotiation;Political;Science Fiction,Dice Rolling;Hex-and-Counter;Modular Board;Tile Placement;Trading,Twilight Imperium
bg6722,The Bottle Imp,1995,6.7,922,2-4,30  Min,10+,1.91/5,Card Game,Trick-taking,
bg6723,Twilight Imperium: Borderlands,1997,6.8,,2-6,240  Min,12+,2.75/5,Civilization;Expansion for Base-game;Negotiation;Political;Science Fiction,Dice Rolling;Hex-and-Counter;Modular Board;Tile Placement;Variable Phase Order;Variable Player Powers,Twilight Imperium
bg6724,Xe Queo!,1998,6.5,3358,2,20  Min,8+,1.48/5,Abstract Strategy;Bluffing,Secret Unit Deployment,
bg6725,Harry Potter and the Sorcerer's Stone: Through the Trapdoor,2001,1.0,,2,20  Min,,0.00/5,Children's Game;Fantasy;Movies / TV / Radio theme;Novel-based,Roll / Spin and Move,Harry Potter
bg6726,Diet: The Cheating Man's Game,1972,3.5,,2-6,45  Min,,0.00/5,Medical,Roll / Spin and Move,
bg6727,Home Alone,1991,4.2,,2-4,30  Min,8+,1.00/5,Movies / TV / Radio theme,Roll / Spin and Move,
bg6728,Election Day,1996,7.0,,2-4,60  Min,,0.00/5,Political,,
bg6729,Dragon Ball Z: Il Torneo,1998,6.7,,2-6,20  Min,10+,2.00/5,Fighting;Wargame,Role Playing;Simulation,Anime & Manga;Dragon Ball
bg6730,The Sun of Austerlitz,2003,7.1,4727,2,120  Min,12+,3.50/5,Fighting;Napoleonic;Wargame,Hex-and-Counter;Simulation,Campaigns of Napoleon System: 1x Series
bg6731,VCR College Bowl Game,1987,4.8,,2,60  Min,10+,3.00/5,Sports,Action Point Allowance System;Card Drafting;Dice Rolling;Roll / Spin and Move,Sports: American Football / Gridiron;VCR Board Games
bg6732,Mystical Circle,1996,2.0,,1-4,60  Min,,0.00/5,,Dice Rolling;Roll / Spin and Move;Set Collection,Astrology
bg6733,Curse of the Mummy's Tomb,1988,5.2,12190,1-4,120  Min,12+,1.91/5,Adventure;Ancient;Horror,Action / Movement Programming,3D Games;Country: Egypt
bg6734,We the People,1994,7.3,796,2,120  Min,12+,2.72/5,Age of Reason;American Revolutionary War;Wargame,Area Control / Area Influence;Campaign / Battle Card Driven;Dice Rolling;Hand Management;Point to Point Movement;Variable Player Powers,Country: USA;Holidays:  4th of July;Smithsonian Institute Series
bg6735,EPYX Play Action VCR Football,1988,6.0,,2,60  Min,10+,0.00/5,Sports,Action Point Allowance System;Dice Rolling;Roll / Spin and Move;Simultaneous Action Selection,Sports: American Football / Gridiron;VCR Board Games
bg6736,Dante's Inferno,2003,4.7,12588,3-6,90  Min,12+,2.00/5,Fantasy;Horror;Religious,Tile Placement,
bg6737,The Rise of the Roman Republic,2003,6.9,3101,2-3,240  Min,,3.77/5,Ancient;Wargame,Hex-and-Counter;Simulation,Ancient Rome;Ancient World series
bg6738,Enemy at the Gates,1994,7.7,2199,2,360  Min,12+,4.37/5,Wargame;World War II,Dice Rolling;Hex-and-Counter;Simulation,Operational Combat Series
bg6739,The Maze of Ishtar,1984,3.8,,2-4,120  Min,12+,0.00/5,Abstract Strategy;Adventure;Dice;Exploration;Fantasy,Dice Rolling;Hand Management;Line Drawing;Modular Board;Pattern Building,
bg6740,Europe Engulfed,2003,7.5,646,2-3,720  Min,14+,3.78/5,Wargame;World War II,Action Point Allowance System;Area Movement;Dice Rolling;Secret Unit Deployment,Block wargames
bg6741,Metanon: The Biocode Adventure,2003,6.0,,2-6,60  Min,8+,0.00/5,Children's Game;Educational;Fantasy,Pattern Building;Point to Point Movement;Roll / Spin and Move;Set Collection,
bg6742,Vici,2001,6.1,,2-4,45  Min,12+,2.00/5,Bluffing;Card Game;Memory,Memory;Set Collection;Trading,
bg6743,Stirling Moss Rally,1965,6.3,,2-6,60  Min,10+,0.00/5,Racing,Roll / Spin and Move,Sports: Auto Racing
bg6744,Mag·Blast (Second Edition),2002,6.4,2458,2-8,20  Min,10+,1.53/5,Card Game;Science Fiction,Campaign / Battle Card Driven;Card Drafting;Player Elimination;Take That;Variable Player Powers,
bg6745,25 Words or Less,1996,6.5,2532,4,60  Min,13+,1.53/5,Party Game;Word Game,Auction/Bidding;Partnerships,
bg6746,On Assignment with National Geographic,1990,5.0,11885,2-4,60  Min,8+,1.33/5,Deduction;Educational;Environmental;Exploration;Travel;Trivia,Card Drafting,
bg6747,Doorways to Horror,1986,5.5,,2-6,60  Min,,2.00/5,Horror,,VCR Board Games
bg6748,Pazaz,1978,5.0,,2-4,30  Min,,0.00/5,Card Game;Dice,Betting/Wagering;Dice Rolling,
bg6749,StarSoldier: Tactical Warfare in the 25th Century,1977,6.2,6745,2-3,120  Min,12+,3.25/5,Science Fiction;Wargame,Action Point Allowance System;Hex-and-Counter;Simultaneous Action Selection;Variable Player Powers,
bg6750,Gambit,1965,4.3,,2,30  Min,,0.00/5,Abstract Strategy,Point to Point Movement,
bg6751,War of Wizards,1975,4.6,,2,60  Min,12+,1.50/5,Fantasy;Fighting,Dice Rolling;Paper-and-Pencil;Secret Unit Deployment,
bg6752,Mind War,1976,5.2,,2-3,30  Min,10+,1.00/5,Fantasy;Fighting,Action Point Allowance System;Dice Rolling;Secret Unit Deployment;Simultaneous Action Selection,
bg6753,Ice Lake,2002,5.6,10366,2-4,20  Min,9+,1.40/5,Abstract Strategy;Children's Game,Action / Movement Programming;Area Enclosure;Point to Point Movement;Simultaneous Action Selection,Sports: Winter Sports
bg6754,Change!,1999,5.3,11732,2-8,30  Min,10+,1.22/5,Card Game,,
bg6755,Afrikan tähti korttipeli,1996,3.7,,1-5,20  Min,6+,1.00/5,Card Game;Children's Game;Exploration,Trick-taking,
bg6756,Caper,1970,6.2,,2-4,60  Min,9+,1.00/5,,Roll / Spin and Move,
bg6757,Escalation,1990,3.0,,2-4,120  Min,10+,1.00/5,Modern Warfare;Wargame,Roll / Spin and Move,
bg6758,Spiro T. Agnew American History Challenge,1971,4.9,,2-6,45  Min,11+,0.00/5,Educational;Trivia,,
bg6759,Eastern Front Tank Leader,1986,6.8,3314,2,90  Min,12+,2.93/5,Wargame;World War II,Campaign / Battle Card Driven;Hex-and-Counter,Tank Leader series
bg6760,Rolling Thunder,1979,4.4,11718,2,360  Min,,4.11/5,Vietnam War;Wargame,Dice Rolling;Hex-and-Counter,Country: Vietnam
bg6761,Roll Bowl,2002,5.5,,2,45  Min,,0.00/5,Sports,Simulation,Sports: American Football / Gridiron
bg6762,Swashbuckler,1980,6.9,3028,2-6,90  Min,12+,2.37/5,Fighting;Renaissance,Action / Movement Programming;Simultaneous Action Selection,
bg6763,Snafooey,1982,5.3,10797,2-6,10  Min,8+,1.00/5,Card Game;Children's Game;Math,Hand Management;Player Elimination,
bg6764,Pimps and Hos,2002,3.6,12119,3-6,30  Min,18+,1.00/5,Card Game;Mature / Adult,,
bg6765,Market Day,1984,5.4,11157,2-4,30  Min,5+,0.00/5,Animals;Children's Game,Roll / Spin and Move,
bg6766,Trivial Pursuit: Know-It-All Edition,1998,5.5,10662,2-6,90  Min,12+,2.00/5,Party Game;Trivia,Roll / Spin and Move,Trivial Pursuit
bg6767,The Embattled Trek,1977,6.0,,2,30  Min,12+,1.00/5,Miniatures;Movies / TV / Radio theme;Science Fiction;Wargame,Dice Rolling;Hex-and-Counter;Simulation,Admin: Better Description Needed!
bg6768,The Perilous Parlor Game,2002,5.5,10597,2-4,30  Min,8+,1.78/5,Children's Game;Dice;Humor;Memory;Novel-based,Dice Rolling;Memory;Roll / Spin and Move,
bg6769,Wood Wars: Fantasy Miniatures Game,2000,7.0,,2,30  Min,10+,2.33/5,Action / Dexterity;Fantasy;Miniatures,,Tube Games
bg6770,Cleopatra's Gambit,2002,5.4,,2,20  Min,9+,1.00/5,Abstract Strategy;Ancient,Pattern Building,Country: Egypt
bg6771,Beware of the Wolf!,1981,5.2,,2-4,15  Min,6+,1.00/5,Animals;Children's Game;Dice;Fantasy,Roll / Spin and Move,Animals: Wolves
bg6772,Murder Mystery Party: Revenge of Konan Castle,1986,5.8,,8,180  Min,16+,1.00/5,Deduction;Murder/Mystery;Party Game,Role Playing,Murder Mystery Party Series
bg6773,Quoridor,1997,6.7,859,2-4,15  Min,8+,1.92/5,Abstract Strategy;Maze,Grid Movement,Ancient Conflict;Blockade;Combinatorial;Gigamic Classic;Mensa Select
bg6774,The Crusades,1978,6.2,5974,2-8,240  Min,12+,2.90/5,Medieval;Wargame,Co-operative Play;Dice Rolling;Hex-and-Counter;Simulation,Magazine: Strategy & Tactics
bg6775,GOOT! (Get Out Of That!),1995,5.3,,3-6,45  Min,8+,0.00/5,Humor;Word Game,Storytelling,
bg6776,Super Passa ou Repassa,1993,5.3,,4-8,30  Min,12+,0.00/5,Movies / TV / Radio theme;Party Game;Trivia,Co-operative Play;Trick-taking,
bg6777,Rex,1972,5.5,,2,10  Min,,2.50/5,Abstract Strategy,Pattern Building;Pattern Recognition,
bg6778,The Mall Game,1977,5.5,,2-6,60  Min,8+,0.00/5,Economic,Roll / Spin and Move;Set Collection;Stock Holding,
bg6779,Quest for the Dungeonmaster,1984,4.2,,2-6,45  Min,6+,1.00/5,Children's Game;Movies / TV / Radio theme,Role Playing,Dungeons & Dragons
bg6780,Attica,2003,6.8,,2-6,90  Min,,2.00/5,Ancient;Dice;Educational;Memory;Mythology;Number,Area Movement;Dice Rolling;Memory,
bg6781,Pegity,1925,5.2,,2-4,20  Min,12+,1.00/5,Abstract Strategy,Tile Placement,n in a row
bg6782,Killer Bunnies and the Quest for the Magic Carrot RED Booster,2003,6.4,,2-8,90  Min,12+,2.03/5,Card Game;Expansion for Base-game;Humor;Negotiation,Dice Rolling;Hand Management;Take That;Trading,Animals: Rabbits;Killer Bunnies
bg6783,Alhambra,2003,7.0,345,2-6,45-60  Min,8+,2.12/5,Arabian;City Building;Medieval,Card Drafting;Hand Management;Set Collection;Tile Placement,Alhambra;Cities: Granada;Country: Spain
bg6784,Business,1998,6.1,7502,2-6,45  Min,8+,2.00/5,Economic,Auction/Bidding;Set Collection;Simultaneous Action Selection,
bg6785,Chez Grunt,2003,5.8,7619,2-5,60  Min,12+,1.45/5,Card Game,Set Collection;Take That,Chez Geek
bg6786,Arnhem: Defiant Stand,2003,7.6,3869,2-6,90  Min,12+,3.84/5,Wargame;World War II,Action Point Allowance System;Dice Rolling;Hex-and-Counter;Secret Unit Deployment,Advanced Tobruk System;Cities: Arnhem
bg6787,Chaos Chess,2001,5.9,,2,90  Min,10+,0.00/5,Abstract Strategy;Humor,Grid Movement;Hand Management;Line Drawing,Chess Games
bg6788,Wacht am Rhein,1977,7.4,3955,2-4,360  Min,14+,3.73/5,Wargame;World War II,Hex-and-Counter,Admin: Better Description Needed!;World War 2: Battle of the Bulge
bg6789,The Adventures of Harley,1992,5.0,,1-6,20  Min,5+,1.14/5,Animals;Children's Game,Co-operative Play,Animals: Bears;Animals: Dogs;Animals: Hedgehogs/Porcupines;Animals: Skunk
bg6790,Signs Up,1981,4.8,,2-4,30  Min,6+,1.00/5,Children's Game;Dice;Educational;Number;Puzzle;Word Game,Dice Rolling;Point to Point Movement;Roll / Spin and Move,
bg6791,War and Peace,1980,6.6,1744,2-6,240  Min,12+,3.37/5,Napoleonic;Wargame,Dice Rolling;Hex-and-Counter;Simulation,
bg6792,King's Breakfast,2003,6.2,2183,3-5,15  Min,7+,1.17/5,Card Game,Card Drafting;Set Collection,Food / Cooking
bg6793,Bohnaparte,2003,5.8,,3-6,90  Min,12+,2.14/5,Card Game;Expansion for Base-game;Farming;Napoleonic;Negotiation;Territory Building,Hand Management;Set Collection;Trading,Bohnanza;Lookout Bean Games
bg6794,West End Adventures,1995,7.5,,1-6,90  Min,,3.50/5,Deduction;Murder/Mystery;Novel-based,Co-operative Play,Characters: Sherlock Holmes;Cities: London;Country: England
bg6795,WWII Skirmish,2003,7.0,,1-4,30  Min,12+,0.00/5,Abstract Strategy;Fighting;Negotiation;Wargame;World War II,Area Movement;Co-operative Play;Dice Rolling;Hex-and-Counter;Point to Point Movement,
bg6796,Maze,1982,6.2,,2,30  Min,12+,2.00/5,Abstract Strategy,Area Movement;Co-operative Play,
bg6797,Wall Street,1986,8.5,,2-6,90  Min,,1.00/5,Economic,Betting/Wagering;Commodity Speculation;Roll / Spin and Move;Stock Holding,
bg6798,Royal Tank Corps,2000,6.6,6791,,,12+,2.73/5,Wargame;World War I,Area-Impulse,
bg6799,Objective Moscow: The Death of Soviet Communism,1978,6.6,5923,1-3,360  Min,12+,4.08/5,Fighting;Modern Warfare;Political;Wargame,Hex-and-Counter;Simulation,Alternate History;Cities: Moscow;Country: Russia;Country: Soviet Union
bg6800,You Need Drew's Truck,2003,5.3,,2-6,30  Min,12+,1.00/5,Card Game;Humor;Miniatures,Pick-up and Deliver,Polyominoes
bg6801,Junior Stratego,1997,5.4,10652,2,30  Min,4+,1.00/5,Abstract Strategy;Children's Game;Dice;Memory,Dice Rolling,Stratego Series
bg6802,Worldwide Wines,2001,4.9,,3-8,60  Min,,0.00/5,Card Game;Educational;Party Game;Trivia,Variable Player Powers,Wine Games
bg6803,Power Power: The Werecat Card Battle,1995,7.0,,2-4,45  Min,10+,0.00/5,Card Game;Collectible Components;Fantasy,,Animals: Cats
bg6804,Monster Collection,1997,0.0,,2,30  Min,,0.00/5,Card Game;Collectible Components;Fantasy,Point to Point Movement,CCGs (Collectible Card Games);Monsters
bg6805,High School of Blitz,1999,0.0,,2,30  Min,10+,0.00/5,Card Game;Collectible Components,,
bg6806,Vampire Savior Trading Card Game,,1.0,,2,30  Min,10+,0.00/5,Card Game;Collectible Components;Fighting;Video Game Theme,,Vampires
bg6807,Aquarian Age,2000,8.7,,2,30  Min,,3.00/5,Card Game;Collectible Components;Fantasy,,Anime & Manga;CCGs (Collectible Card Games)
bg6808,Girls High School Athletic Festival,1991,5.3,,2-6,30  Min,10+,1.00/5,Card Game;Sports,,Anime & Manga
bg6809,Langrisser Trading Card Game,1999,0.0,,2,30  Min,,0.00/5,Card Game;Collectible Components;Fantasy,,CCGs (Collectible Card Games)
bg6810,Eketorp,2003,6.4,1914,3-6,45-60  Min,8+,2.08/5,Bluffing;Fighting;Medieval,Action / Movement Programming;Hand Management;Secret Unit Deployment;Simultaneous Action Selection;Worker Placement,Country: Sweden;Vikings
bg6811,Azhanti High Lightning,1980,6.4,5221,2-16,60  Min,10+,2.20/5,Science Fiction;Wargame,Action Point Allowance System;Hex-and-Counter;Role Playing,Admin: Better Description Needed!;From RPG books to board games
bg6812,The Ungame,1973,2.8,12721,2-6,60  Min,5+,1.22/5,Card Game;Educational;Religious,Dice Rolling;Roll / Spin and Move;Storytelling,Therapeutic Games;The Ungame
bg6813,Shark Attack!,1988,4.7,12439,2-4,10  Min,4+,1.00/5,Animals;Children's Game;Electronic;Real-time,Roll / Spin and Move,Animals: Fishes;Animals: Sharks
bg6814,Monster Jam Truck Game,2003,0.0,,2-4,20  Min,8+,0.00/5,Bluffing;Children's Game;Racing,Betting/Wagering,
bg6815,RPM,1971,5.3,,2-4,10  Min,8+,0.00/5,Action / Dexterity;Word Game,Tile Placement,Scrabble
bg6816,Max Roll,2003,2.5,,2,10  Min,10+,0.00/5,Action / Dexterity;Dice;Real-time,Dice Rolling,
bg6817,Stock Market: The Wall Street Trading Game,1997,6.2,,2-4,45  Min,8+,2.00/5,Economic;Educational,Betting/Wagering;Paper-and-Pencil;Stock Holding;Trading,
bg6818,Q-Turn,1999,5.0,12237,2-4,20  Min,8+,1.25/5,Abstract Strategy;Puzzle,Modular Board,Tube Games
bg6819,Home You Go,1968,4.0,,2-4,20  Min,6+,0.00/5,Abstract Strategy;Children's Game;Dice,Roll / Spin and Move,
bg6820,Hole in One Golf Card Game,,0.0,,2-4,10  Min,8+,0.00/5,Sports,,Sports: Golf
bg6821,Monster Maker Resurrection: The Monster Maker TCG,2001,0.0,,2,30  Min,,0.00/5,Card Game;Collectible Components;Fantasy,,CCGs (Collectible Card Games);Monster Maker;Monsters
bg6822,Hourai Card Game: Ganbare Athletics Meet,,0.0,,2-6,45  Min,8+,0.00/5,Card Game;Sports,,
bg6823,Dragoons in the Donjons,1989,6.0,,2-6,90  Min,,0.00/5,Card Game;Fantasy,,
bg6824,Dragon Panic,,0.0,,4-6,10  Min,,0.00/5,Card Game;Fantasy,,Animals: Dragons
bg6825,Space Emperor,1989,0.0,,2-6,45  Min,10+,0.00/5,Card Game;Science Fiction,,
bg6826,Super Daisenryaku,,0.0,,3-6,10  Min,,0.00/5,Card Game;Wargame,,
bg6827,Tokyo Crisis,1990,3.0,,2-6,30  Min,,0.00/5,Card Game,,Country: Japan
bg6828,Flash Fighter,1990,5.0,,2-5,45  Min,10+,0.00/5,Card Game;Fighting;Science Fiction,,
bg6829,Samurai,1979,6.4,3248,2-8,180  Min,12+,2.59/5,Political;Wargame,Area Movement,Country: Japan
bg6830,Double Quick,1999,7.1,6848,2-4,20  Min,8+,1.50/5,Real-time;Word Game,,
bg6831,Panic High School,1991,6.1,,2-8,45  Min,10+,1.00/5,Card Game,,Country: Japan
bg6832,Alien High School,1990,0.0,,3-5,30  Min,12+,0.00/5,Card Game;Science Fiction,,Aliens
bg6833,Tower Quest,1990,5.0,,2-8,30  Min,,0.00/5,Card Game;Fantasy,Hand Management,
bg6834,Monster Hunt,1993,0.0,,3-6,45  Min,,0.00/5,Card Game;Fantasy,,Monsters
bg6835,Level Up!,1991,5.0,,2-5,45  Min,,0.00/5,Card Game;Fantasy,,
bg6836,Lemlican Series 3: Arms Collection,1990,6.0,,2-6,90  Min,,0.00/5,Card Game;Expansion for Base-game;Fantasy,Role Playing,
bg6837,Gunbuster: Aim for the Top!,,4.0,,2-6,30  Min,10+,0.00/5,Card Game;Movies / TV / Radio theme;Science Fiction,,
bg6838,Lemlican Series 2: Lemlican Monsters,1990,0.0,,2-6,90  Min,,0.00/5,Card Game;Expansion for Base-game;Fantasy,Role Playing,Monsters
bg6839,Wizardry Card Game Wiz Ball Expansion Kit,1990,1.0,,2,60  Min,10+,0.00/5,Card Game;Expansion for Base-game;Fantasy;Sports,,Fantasy Sports
bg6840,Lemlican Series 1: Lemlican Musketeers Card RPG,1989,7.0,,2-6,60  Min,,0.00/5,Card Game;Fantasy,Role Playing,
bg6841,Daytona 500,1990,7.2,1036,2-4,70  Min,10+,1.78/5,Card Game;Racing;Sports,Auction/Bidding;Hand Management,Admin: Better Description Needed!;Auto Racing: Wolfgang Kramer card system;Sports: Auto Racing
bg6842,Karate Master,,7.0,,,45  Min,8+,0.00/5,Card Game;Fighting,,Sports: Combat Sports / Martial Arts
bg6843,Kimagure Angels,1989,5.0,,3-6,60  Min,10+,0.00/5,Card Game;Fantasy,,
bg6844,Wizardry Card Game Wiz Ball,1990,3.0,,2,60  Min,10+,0.00/5,Card Game;Fantasy;Sports,,Fantasy Sports
bg6845,Dynamite Nurse 2: Bloody Temple,1990,5.6,,2-6,30  Min,,0.00/5,Card Game;Fantasy;Medical,,Dynamite Nurse
bg6846,Dynamite Nurse,1990,6.2,,2-6,30  Min,,0.00/5,Card Game;Fantasy;Medical,,Admin: Better Description Needed!;Anime & Manga;Dynamite Nurse
bg6847,Seriously Silly,2003,0.0,,2-20,20  Min,8+,0.00/5,Bluffing;Card Game;Humor;Negotiation;Party Game;Word Game,Auction/Bidding;Betting/Wagering;Co-operative Play;Role Playing;Storytelling,
bg6848,Black Widow,,0.0,,,10  Min,,0.00/5,Card Game;World War II,,
bg6849,Monster Maker: The Queen of Darkness,,0.0,,2-6,45  Min,,0.00/5,Card Game;Expansion for Base-game;Fantasy,,Monster Maker;Monsters
bg6850,Monster Maker: Space Trader,1991,0.0,,2-5,30  Min,8+,0.00/5,Card Game;Science Fiction,,Monster Maker;Monsters
bg6851,Monster Maker M3,1994,0.0,,,30  Min,,0.00/5,Card Game;Fantasy,,Monster Maker;Monsters
bg6852,Cloud 9,1999,6.5,1395,3-6,30  Min,8+,1.16/5,Aviation / Flight;Bluffing;Card Game,Betting/Wagering;Press Your Luck,3D Games;Balloons
bg6853,Gal Master 2,1990,5.5,,3-5,30  Min,,0.00/5,Card Game;Fantasy,,
bg6854,Tank Hunter,1989,6.1,,2-10,30  Min,10+,1.00/5,Card Game;World War II,,
bg6855,Tank Buster,1989,5.7,,2-10,60  Min,10+,1.00/5,Card Game;Expansion for Base-game;World War II,,
bg6856,Gal Master 1,1990,5.5,,3-5,20  Min,,0.00/5,Card Game;Fantasy,,
